text,label
kripaya dhyaan dijie  ab har koi apane android mobile se ghar baithe hajaaron rupye har maheene kama saktaa he or wo bhi bina koi paisa lagaae ye jhooth nahin he main isse  rupe har maheene kama rahaa hoon aapke join hone ke baad main aapse contact karke saare proof duungaa or aage kaise kaam karnaa he wo bhi bataaya jaayegaa join hone ke liye  apane android phone ke play store main champcash likho or us app ko apane mobile phone main install kar lo  ab app ko open karke sign up with champcash par click karke apni details bhar den  refer id of sponsor poochhega vahaan par  daal do is id  ko khaali paper par likh len aage jarurat packegi  complete challenge or apni id activate karke business se jud jaao jai hind jai champcash ,NAG
dekhna kejrewal tere yahi ghatiya raajneeti tere aur tere chamcho ke maut ka kaaran banege marne ke leye tayaar re jaldi apne chamcho ke saath ,OAG
modi govts n fekus foreign policy at its best desh yuhin banta reh ullu iss govt se aur jeeta ye bjp ko aur koi savaal khada na kare modi pe  yeh sab yuhin chalta rahega kyoki modi ko maalum hai janta ullu ban rahi hai n usko kuch dikh nahi raha usko toh hindu muslim main uljha diya hai n media toh hai hi apni naukar woh savaal khade karegi nahi ulta yeh batayegi ki yeh modi ka khof hai jo pakistan ab tak aisi harkate kar raha hai,OAG
tu lele bc,OAG
haha pandy g half kashmir humaray pas hai or baki ka tmhain pata hi hai k wahan har roz paki flag lehrata hai or tmharay pas kashmir hotay way b tmwahan ni pohonch saky,CAG
muhammad aamir jab tum musalman hinduo ko marte ho tab to bade khush hote ho tab kha jati h tumhari ye so called vichar dhara shuruwat tum karo or jab hum kare to hum atankwadi sabko pata h kon atankwadi h kon nhe kis k ghr m se atankwadi niklte h sbko pata h isiliye atankwad p to tum chup rhao to acha h ,OAG
phir wapas kaise aaye gaa waha jaa kar chadi koli jaye go nuni check ho gi,OAG
har musalamanonse muhabbat he har islamic cheez se nahi,CAG
apne beto ko to mla our minister banate hodusaro ke beto ki lass ginte hosharm he home minister per,OAG
hinduo se ajaan krani h to tum log b pooja krne lgo fr,CAG
atif malik hamare yahan bhi kata jayega bas thoda licence ki zaroorat hai,OAG
modi to kewal  ki taiyari me lgga hai inko twitt kro,CAG
jab koi aise bakawaas karata he tab sani deol kaa dialaag yaad aata he  bhauk kute bhauk ,OAG
yai khel india in shuru kiya  tamasha afghanistan nai dekha or khatam pakistan karay ga,OAG
read  nepalearthquake bukamp se hile nepal main maanviya traasadee kii dil chhu dene vaali kahaniyaan saamne aa rahi hai pokara ke guest house se  ghante baad ek vyakti ko zida baahar nikaala gaya he padhein vistaar se httpkhabarndtvcomnewsworldnepalquakemanbroughtaliveafterhoursindebris,NAG
haan phir tu kal ko khatna karane ko bhi kahega,CAG
baba kutta hai salwar phankar bhaga tha kahne ki zrurat nhi hai turant badla lo pakistaniyon ki aukat kuch nhi hai byan baji mat karu maru badla lo,OAG
abe katuve saale wo din tera aane vaala he kyon jo kuch baccha he tumhaara haath kaa wo bhi badnaam kar rahe ho ,OAG
kiya yogi join kar rahi hain ya koi aur party,CAG
jis party ko des ki janta latiya kar k niglate kar diyah us party ko na koi adhikar h or na koi oukat h sarkar se koi sawal kare,OAG
chup kar feku k dalle suar  me congress sarkar ,OAG
modi rss bjp gundo ki sarkar hai,OAG
naidu  sainik bhi shahid hue hai  pataa he yaa nahi,CAG
ravish ji lic se hatkar school fee par charcha kar rahe hain jabki dusra channel tin taalak ajan par logo ka samay barbad kar rahe hain,OAG
aatnko funding me jinda rhne walo masjido k aage bi kuch soch lo to aage ki pidi puncher dadi bal na bnaye,CAG
bhajap ko pakistane kya majburi hey janta janna chahti hey jab man mihaji the tab esi himat pakistan nahi karta tha,CAG
bahakaane se bhi kabhi kabhi vot milte hai par hameshaa nahin  loksabhaa chunaav se ab tak adhiktar modi ji kaa jaadu kaayam he to yah bahaanaa kaam kaa nahin he  aap log jab tak bahusankhyak hindu samaaz kii dharmanirpekshata ke naam par avhelnaa karte rahoge tab tak voto kaa dhurvikaran modi ji jaisaa netaa jarur karenge  ab bhi vakt he bahu sankhyak hindu samaaz kii awelhana karnaa chhod do or khud ko  ke dashak kii tarah sachche dharmanirpeksh bano,OAG
are bhai ye to khooli loot he jo humare paise pe daat adaa ke bethi he ye kendra sarkaar salaa har cheez pe tax or income tax upar se ab humare bank me jo paisa he wo bhi jhapat lo is sarkaar ne naak me dum kar diya na rojgaar na kuch or jo roj khoon pasina ek kar ke paai paai jodo to ye haraam ke paida hue neta roj ek naya fatwa laagu kar rahe he ye ashishnuta nahi to kya he,CAG
police pe hamalaa fuj pe hamalaanaksalwad bad rahaa he pakistan dar rahaa he kulbhushan mar rahaa he kashmir jal rahaa he media pinghal rahaa he desh badal rahaa he,OAG
aajkal ke dharm guru pagal ho gaye he sab  kaath mullah log aap yaa to raajnneeti karlo yaa to phir dharm kaa kaam karo ,OAG
pagal ho gya hai abp news vala,OAG
jine v musle status dekh ke hase a na maa chod ni a tuhadi india ne gannduo,OAG
aise cases cyber bullying me acknowledge kiye jaate hai,NAG
chup kar chaara chor teri rabadi ko kutate kha jaayege,OAG
kedar ka shaheed kaha ka shaheed hindu kabi shaheed nahi hota koty ki tara mout hoti hy,CAG
bhai kashmir bhi nhi banana india ko bhajpa hi sahi h kam se kam mooh se tatti to nikal rhe ho hum sab bhai h kehke jaise hi majority ho jaaye phir bhaiyo ki gaand maar lo hehehe angrezi chod rhe ho,OAG
desh k sambidhan ko nhi manne wale ab bedo ke anusar desh chlayenge ,OAG
phir bhi sarkaar unpar koi kadam nahin uthaane vaali agar kisi saamaanya aadmine agar bike frij kaa lone bhi chukaaya naa hota naa to usko maar maar kar ek kar dete lekin mudivaadi ko koun kya kara saktaa he bhai,CAG
bhashaa to sikh lo,CAG
wahh ,NAG
pakistanio ko pakad ke naalio kaa pani pilaa pilaa ke maaro,OAG
border pe jawan mar rahe he ye saale vijay parv manaa rahe he,OAG
arnab sharma yaar coment kara to kam se kam naam to likh diya karo vaise tu to meraa bhai he yaar,CAG
hahaha ibaad bhai,NAG
bar at ko na ghasit bhai nahi apna moot pina padega,OAG
vips kii gaadi se gaayab hogi lalabatti khabar he ki piem kii gaadi par bhi nahin hogi red bikan httpbitlyomkhgh,NAG
kaya yaar speech bhi tho sahi sai diya karo pm sahab english tho bilkul atti hi nahi hai,NAG
ha ha ha ha ha cohrny ki koey limit ho try he,CAG
areee fir shuru hogaye inch ke naam se  are bhai wo inch ka gaand tha jisko bhakt log seena samjh gaye  aur samjhenge q nahi  akhir chutyapanti hi toh bhakti hai ,OAG
kejriwal aur nitish akhilesh se zyada kaam yogi ji muslim k liye kr rahe hai isme kiya prblm hai ye hi sb pehle bhi kr rahe they bs dekhne ka farq thahme kch bhi farq ni padega koi bhi aye up me ya cenntre me apka hi bhai hoga,OAG
pakistaan me ye todh fodh kisi hindustani muslim ne ki hai kiya pakistaan me kiya hota hai us se hindustaan ke muslim ka kya lena dena aesi post facebook par upload kar ke kiu hindustan ke hindu bhaiyo aur muslim bhaiyo ke bich aaps me tanaaw peda karte ho sare jaha se achha industa hamara jai hind,OAG
bye bye reliance chor mobile,OAG
jawano ke badle kutton ko kashmir bheja jaye maja aajayega roz roz encounter me jihadi ka khatma hogaucufcufcufduf,OAG
bhand media,OAG
are kyun desh ko barbaad karne mein lage ho tum sab news wale dunia me ek hamara hi desh aisa hai jahan tum jaise jhute or bikao news wale bethe h jab dekho kuch na kuch naya masala lekar beth jate ho dikahna h toh apne desh ki gareebon ki pareshani dikhao jo kisan roz marr rhe h unki bebasi ka netao se pucho sarhad par naksali hamle mein mare gye hamara desh ke in shahid sainiko ki qurbani dikhao netao se education ke bare me pucho sudhar jao plz bacha skate ho aap log is desh ko jo is desh ka asli mudde h un par behas karwao plz aap sab news wale me bht takat h plz plzufdufdufdufdufdufdufdufd,OAG
kantpa ne bahubali ko kyo maaraa ye to aap ko pataa chal jayega  lekin notebandi se kya laabh hua  ye hasyapad or gopneey hi rahegaa  media ke pichley jumalo kaa samaran kariye  ye dekhiye naksaliyon kii notebandi se qamar tuuti  note barbaad ho gaye  pakistan ko muh kii padi  antkavaadi kii kami  isse to zyada hasyapad media daaud ibrahim kii notebandi se qamar tuutane  dahasat me hone kii khabar detaa he  sawaalon se ghira pinjraa he  panchi furr he ,CAG
do din rukne ki jarurat hi nhi aaj hi mar le pak army ki,CAG
konsa sidwanth aap ek baar rohit ji kejariwal kaa arth jaanalo aapako apane aap patta chal jaayegaa kii kejariwal kya he,CAG
kya ghantaa diyaa jaigaaa sala tum log bas chillaooo or kuch nhi aaj tk pok to le nhi pai or chillana duniyaaa bhar kaaa,OAG
sanghbhaajapa or faiku mamaa or unke chammache hairaan he ki abhi tak desh grihayuddh me kyo nahi padaa jahaan janata dharm jaat paat ke naam par lade or ye raaj kare bhagwaan hi bachaae inase desh ko,OAG
ye lukhkha segwag upni sadi bhi apne balpe nahin kar paya he,CAG
beta tum logo k bahut bure din aane wale hai,CAG
saswat d nayak kab  phantom ma  hahahaha beta the diplomat magazine parha kar chal forbes hi dekh lena tha sir g kal strike py chal yar bbc news hi dekh leta loli strikes,OAG
din ki suruwat ache kamo se krte hai,CAG
kya be pagle kya haal hai,OAG
ak kutee jutee se maro harami he ak,OAG
modi chutiye se puch jo notebandi se atankwad ki kamar tutne wali thi uska kya hua ,OAG
saare aaptards yahan hain inki bhi sun lo ,CAG
song choro film banao film,NAG
ye nakafi hai sahido ko ye sachi shradhanjli nhi hai ,CAG
police to sabhi jagah waise hi hai,CAG
koi nhi hai hi is beraham duniya meufufufa,NAG
vag sali tumlog ko apne bhai se v chudwane me prblm nhi hota,OAG
dekhen live  swaavlamban kaarykram main pradhanmantri narendra modi ke bhaashan kaa hindi anuwaad  httptcoelmklck,NAG
shaabash bht good news di hai tum news walo ne shoke krrne ki vajaey tum bade dhoom dhadaake se ye news suna rahe hoki jaissr pakistaan ki jung jeet le ho chall htt sale news k dalle tumhari gaand me itna dmm nahi ki pakistaan ka kuch bigad sako samjhe kya aaaatttthhhhhhhuuuuuuuu,OAG
ye sab aap kar chuke ho dr sahab wo bhi ek ganndey inshaan kejriwal ke saath,OAG
read  senadigatpm shivasena ne pradhanmantri narendra modi par nishaanaa sadhate hue kaha ki unhone sadakon kii gandagi saaf karne ke liye haath main jhaadu le liya he lekin logon ke munh se nikalne vaali gandagi ko koun saaf karegaa httpkhabarndtvcomnewsindiasenasdigatpmmodiusebroomtocleanfilthspokenbyyourlawmakers,CAG
bk mishra apko apki shining india ka face dikhata hon ak report k mutabiq shining india my  crore oraty piat bharny k leay dhanda karti hy tmhary kisan suicide kar rahy hy ghurbat ka ye hal hy k  crore logo ko sirf ak time ka khana milta hy rape cases my b ap ka indea ksi sy kam nahi kitny bahar mulk k toarest rape k bad qatal hogay tmhara baharat toot raha hy hafta pahly ap k  commands kotty ki mot mar gay,CAG
jnu mein jakar desh k tukade tukade karne wale atanki afzal premi gang k gaddaron ka sath dene wali party ko rashtriye suraksha par bolne ka koi haq nhi atankiyon k encounter par rone wale or sainikon par pathar marne wale atanki or gaddaron ka support karne walon ko or sainikon ko balatkari kahane wale gaddar kanhiya kumar ko apne ghar bulakar mahimamandan karne wale rahul khan ko or uski party ko desh ne bahar ka rasta dikha diya hai bhai jab koi ye kahata hai ki atankwadiyon ka koi dharm nhi hota hai to usse malum hota hai sir ki wo kis dharm ki baat kar raha hai,CAG
abp news super post dhoop se bachane ke liye aap bhi lagaate hai sanscreen to saavdhaan pehle pard len isse hone vaale effects ke bare main  sunscreeneffects sunblock skin care sunprotectingcreams skin cancer tanning melanoma sunscreen add close abp news  like comment back    engbottk  ,NAG
gobar or peshaap peena chordo or beef khau be chutiyo phogat me mobile per ilzam dalrahe ho,OAG
q ki aap se fat ke haat me aa gayyii hai sabhi choro kiii ,OAG
ramdev tumhari sena ka kya huva tumhare andar hinsa bhadakti rehti hai businessman bhi ban jaate ho hinsa bhi bhari padi hai kabhi sena banaane ka announce karte ho tumhi ne namo ka prachaar kiya abb andolan kyon nahi karte,OAG
baki ke   cr ki wedding walo ke liye bhej diye jynge fo,CAG
jai ho modi,CAG
good job hamare kuch log behere ho gaye,NAG
are haraamkhor apne awqat me rahe sale sata ka guroor aya hai na,OAG
jai hind,NAG
agle election me bhagvan in upharo se vanchit hi kar de to zyda bdia hoga,CAG
babu picture banao dhang ki bkchodi karne ko rhn do,OAG
laanet h kuty pigvijay meri request h hindustan ki janta se ase neta ko doond doond ky goli se maro agr hindustan ko bachana h,OAG
sahi he meri trfse do lat bhi marna salonko bhagao inko pakistan,CAG
badnaam human tuje shaayad pataa nahi ab fasebuk pe sab log jaan gaye he phek dipi vaale fasebuk acount bhaajapa iti cell ke hote heufufufuf,NAG
pata kro wo kaun log hai jo sauteli cow mata ko america europe gulf me mumbai se export karta hai ,CAG
kutte ka bhi khaa le tera pet bhar jayega bengalan,OAG
ham isaki kadi ninda karte he  modi rajnath singh,CAG
duniya m notnkibaj h to india m or vo modi h desh ki janta or hamre javan or kisan sab ko pagal bana raha h kar kuch nhi raha h bas muslamno ke kilaf kuch na kuch bo kar waw wahai lut raha h dekhte h kab tk calega desh barbaad ho raha h or kuch nhi ,CAG
halo dosto kya aap ghanto internet yuj karten hain jisseapako koiphayda nahi hota to main aapako bata ta hoonaisi sait ke bare men jisko upyog karke aapahardin se  rupee tak kama sakaten hain jaaniekresegoogleplay store se app ko downlod kijiyeinstallkarawehi aapako rupee bal mil jaaengemnebhi kiya tha fir bal mila hry mujheisalieapako bhi bataa rha hoon only mbaplication iseyahan se downlod karen httpearntalktimecom,NAG
bainko kaa crr badhaayaa janaa ek rajanithik faisle kaa samarthan kyon kiya rbi ne,CAG
bus yeha bitha ker bathe kerwa loh result zero sirf falthu ki bakwas channel per beth ker jung jithlo,CAG
lathi ghumao yaad hai laloo ji,CAG
shkal daykh ainy main pahl shkal sa hi kuta lagta ha bohnk kuty bohnk bohnk bohnk bahnchd bohnk mc,OAG
kitna shhid honge hamare jawan pm hai ya chaprashi kch karta hi nhi,OAG
ab kahavatein ulti hongi sach kaa munh kaalajhuthe kaa bolbala ,OAG
hutiye mohammad tujhe rajasthan main kaun se rape victim mil gaye,CAG
sexy hai,NAG
chutiya,OAG
wah re aap,CAG
feku mamaa kii neend phosio kii aawaaj se bhi nahi khul rahi he,OAG
achcha hai pr pehle wala zyada achcha thaufb,NAG
tum toh beef ke chakkar mein he mare ja rahe ho ,OAG
jo log raashtragan main khadey nahi ho sakate vande maataram ga nahi sakate suryanamaskara kar nahi sakate bharat ke samvidhan ko maanate nahin bharat mata kii jai bol nahi sakate aise gaddaaron ko bharat main rahane kaa koi haq nahin he vande maataram bharat mata kii jai,CAG
shahid javaanon ke parthiv sharir se pakistan ne kii barbarta bhartiya sena pakistan ne aaj ek baar phir ghinauna bartaav karte hue hamaare shahid javaanon ke sharir ko kshat vikshat kiya he aaj subah sij fire kaa ulanghan karte hue seemaa paar se paak ne firing kii thi isamen hamaare  jawan shahid ho gaye sainikon kii shahadat ko shradhanjali kintu kab tak kendra sarkaar kaa dhyaan sirf  ke chunaavon par kendrit he rashtriya suraksha ab puri tarah se khatre main pad gayi he nitish mishra,CAG
indvsbanmurali vijay ne ardhashatak puraa kiya  gendon par saat chauke lagaae team india kaa score ,NAG
ha bar mulla imaan waala hota hai imaandaar hota hai bhale hi wah convarted ho hindu dharm se gaddari karke,CAG
america ke gunde,OAG
aur tu koansa aadmi dikh raha hai madarchod kisi veshya khane kee hijdi munch vala lagta hai,OAG
bhedbhaav daliton ke saath na kabhi tha or na ab he bhedbhaav garib ke saath hota tha hota he or rahegaa ye sab aarakshan ko kaayam rakhane ke liye ho rahaa he,CAG
amit shah ji sarkar se bolo kuch desh k hit me bhi karo kashmir ka socho warna modi ji and company ka hal karab hone wala h aap se bhi bura,CAG
ye madar c kabhi nahin sudhrayga sala pakistan in doglon ko sirf ek hin jawab goli hin hay dhonk dalao lagta hay sarkar kay bas ka nahin batcha kutch ap bharat kay jawanon ko hin hutaiyar uthana padayga in kutton ko goli marnay ke leye,OAG
bhartiya media ko mila dallali kaa pramaan vishwasaneeyata par  deshon main  waan sthaan  aree hijdo sharm kro puri duniya me tumhari thoothoo ho rahi hai kam se kam ab to modi yodi ko chhodkar desh ki tarakki ki baat kro bycottindianmedia,OAG
aaj ek jawan or mara gya ye ninda pe ninda krege  mare ya  inki ninda se hi sub kuch thik ho jati h inko v maaro or ninda kr do,CAG
post taabah karne se kya hota he hamaare sena ko jitnaa maarthe he usase das guna adhik pakistani sena ko maarna chaiye tab akl tikaane aayegaa ,OAG
do hi chijen rah gai he modi ji ke paas dene ke liye bhaashan or karne ke liye man kii baat ek jumalibaj ne todd diya desh kaa vishwaas achche din kii bahanobhaiyo ab mat karnaa aas,CAG
main karency supplai karne vaali agency kuch paisa atm main daal kar zyaadaatar paisa kaala dhan waalo ke offis  ghar  form house pahunchaa rahe he ye baat  percent sach he isiilie atm main paisa nahi heuffuffuffmitro priavet bank icici axis hdfc balaji bank  iske alaava kuch sarkari bank roj arbo rupaye kaa kaala dhan hawala fd bana kar safed kar rahe he ab aapako ye baat samaj main aa gayi hogi kii bank khulte hi rakam kyun khatam ho jaati he dar asal nai karency ke rup main inhi logo ko ghar pahuch seva in bainko dwaara  percent kamisan main di ja rahi he isiliye koi bada kaala dhan vaala line main nahi lagaufb ore is maamle main koi news channel jaanch padtaal nahi kar rahaa he kyonki ye iname khud shaamil ho sakate he ,OAG
